"Result:S-CSCF Registered Sub(2023-10-26 140525)_20231026_140551.csv"
"Save Time:2023-10-26 14:05:51"
"User Name:ca_usr"


"NE Type Name:CSCF"

"NE Names:CBTCSCF01;SNBCSCF01;DPS_CSCF01"

"Function Subset Name:S-CSCF Session Unrelated Measurement"

"Total 1,727 records"

"Start Time","Period (min)","NE Name","SCSCF","Number of S-CSCF Registered Users (number)","Rate of S-CSCF Successful Initial Registrations (%)","Rate of S-CSCF Successful Re-registrations (%)"
"2023-10-24 22:55:00","5","SNBCSCF01","S-CSCF ID=0","4548857","72.817","99.708"
"2023-10-24 23:00:00","5","SNBCSCF01","S-CSCF ID=0","4542040","73.176","99.72"
"2023-10-24 23:05:00","5","SNBCSCF01","S-CSCF ID=0","4537921","72.538","99.714"
"2023-10-24 23:10:00","5","SNBCSCF01","S-CSCF ID=0","4533750","72.681","99.732"
"2023-10-24 23:15:00","5","SNBCSCF01","S-CSCF ID=0","4529675","72.981","99.742"
"2023-10-24 23:20:00","5","SNBCSCF01","S-CSCF ID=0","4525647","72.991","99.727"
"2023-10-24 23:25:00","5","SNBCSCF01","S-CSCF ID=0","4521770","72.651","99.703"
"2023-10-24 23:30:00","5","SNBCSCF01","S-CSCF ID=0","4517286","72.152","99.751"
"2023-10-24 23:35:00","5","SNBCSCF01","S-CSCF ID=0","4513489","72.007","99.74"
"2023-10-24 23:40:00","5","SNBCSCF01","S-CSCF ID=0","4509954","72.114","99.725"
"2023-10-24 23:45:00","5","SNBCSCF01","S-CSCF ID=0","4506377","71.88","99.799"
"2023-10-24 23:50:00","5","SNBCSCF01","S-CSCF ID=0","4503066","71.416","99.738"
"2023-10-24 23:55:00","5","SNBCSCF01","S-CSCF ID=0","4499609","72.683","99.684"
"2023-10-25 00:00:00","5","SNBCSCF01","S-CSCF ID=0","4494314","72.297","99.807"
"2023-10-25 00:05:00","5","SNBCSCF01","S-CSCF ID=0","4491973","72.989","99.765"
"2023-10-25 00:10:00","5","SNBCSCF01","S-CSCF ID=0","4489645","74.456","99.717"
"2023-10-25 00:15:00","5","SNBCSCF01","S-CSCF ID=0","4486668","76.189","99.733"
"2023-10-25 00:20:00","5","SNBCSCF01","S-CSCF ID=0","4483610","76.766","99.721"
"2023-10-25 00:25:00","5","SNBCSCF01","S-CSCF ID=0","4480443","75.345","99.722"
"2023-10-25 00:30:00","5","SNBCSCF01","S-CSCF ID=0","4477107","74.982","99.777"
"2023-10-25 00:35:00","5","SNBCSCF01","S-CSCF ID=0","4473973","72.679","99.746"
"2023-10-25 00:40:00","5","SNBCSCF01","S-CSCF ID=0","4471019","73.266","99.771"
"2023-10-25 00:45:00","5","SNBCSCF01","S-CSCF ID=0","4468188","72.77","99.739"
"2023-10-25 00:50:00","5","SNBCSCF01","S-CSCF ID=0","4465400","72.332","99.761"
"2023-10-25 00:55:00","5","SNBCSCF01","S-CSCF ID=0","4462933","73.808","99.75"
"2023-10-25 01:00:00","5","SNBCSCF01","S-CSCF ID=0","4458955","81.253","99.77"
"2023-10-25 01:05:00","5","SNBCSCF01","S-CSCF ID=0","4456525","73.192","99.8"
"2023-10-25 01:10:00","5","SNBCSCF01","S-CSCF ID=0","4454039","72.575","99.775"
"2023-10-25 01:15:00","5","SNBCSCF01","S-CSCF ID=0","4451427","72.375","99.74"
"2023-10-25 01:20:00","5","SNBCSCF01","S-CSCF ID=0","4449013","73.026","99.751"
"2023-10-25 01:25:00","5","SNBCSCF01","S-CSCF ID=0","4446417","72.271","99.782"
"2023-10-25 01:30:00","5","SNBCSCF01","S-CSCF ID=0","4443713","72.645","99.784"
"2023-10-25 01:35:00","5","SNBCSCF01","S-CSCF ID=0","4441514","71.178","99.785"
"2023-10-25 01:40:00","5","SNBCSCF01","S-CSCF ID=0","4439359","72.858","99.799"
"2023-10-25 01:45:00","5","SNBCSCF01","S-CSCF ID=0","4437400","71.949","99.77"
"2023-10-25 01:50:00","5","SNBCSCF01","S-CSCF ID=0","4435516","72.499","99.79"
"2023-10-25 01:55:00","5","SNBCSCF01","S-CSCF ID=0","4434037","72.658","99.763"
"2023-10-25 02:00:00","5","SNBCSCF01","S-CSCF ID=0","4430538","86.471","99.813"
"2023-10-25 02:05:00","5","SNBCSCF01","S-CSCF ID=0","4428885","73.596","99.787"
"2023-10-25 02:10:00","5","SNBCSCF01","S-CSCF ID=0","4427253","72.802","99.78"
"2023-10-25 02:15:00","5","SNBCSCF01","S-CSCF ID=0","4425694","73.105","99.801"
"2023-10-25 02:20:00","5","SNBCSCF01","S-CSCF ID=0","4424335","74.021","99.747"
"2023-10-25 02:25:00","5","SNBCSCF01","S-CSCF ID=0","4423024","72.626","99.768"
"2023-10-25 02:30:00","5","SNBCSCF01","S-CSCF ID=0","4421419","71.765","99.786"
"2023-10-25 02:35:00","5","SNBCSCF01","S-CSCF ID=0","4419931","72.558","99.796"
"2023-10-25 02:40:00","5","SNBCSCF01","S-CSCF ID=0","4418592","72.801","99.78"
"2023-10-25 02:45:00","5","SNBCSCF01","S-CSCF ID=0","4417474","71.846","99.782"
"2023-10-25 02:50:00","5","SNBCSCF01","S-CSCF ID=0","4416730","73.31","99.766"
"2023-10-25 02:55:00","5","SNBCSCF01","S-CSCF ID=0","4416629","74.709","99.775"
"2023-10-25 03:00:00","5","SNBCSCF01","S-CSCF ID=0","4415762","74.897","99.807"
"2023-10-25 03:05:00","5","SNBCSCF01","S-CSCF ID=0","4415082","72.905","99.77"
"2023-10-25 03:10:00","5","SNBCSCF01","S-CSCF ID=0","4414379","72.626","99.784"
"2023-10-25 03:15:00","5","SNBCSCF01","S-CSCF ID=0","4413748","73.351","99.807"
"2023-10-25 03:20:00","5","SNBCSCF01","S-CSCF ID=0","4413316","74.077","99.796"
"2023-10-25 03:25:00","5","SNBCSCF01","S-CSCF ID=0","4413448","74.965","99.81"
"2023-10-25 03:30:00","5","SNBCSCF01","S-CSCF ID=0","4413529","75.582","99.788"
"2023-10-25 03:35:00","5","SNBCSCF01","S-CSCF ID=0","4413370","74.335","99.797"
"2023-10-25 03:40:00","5","SNBCSCF01","S-CSCF ID=0","4413462","75.282","99.777"
"2023-10-25 03:45:00","5","SNBCSCF01","S-CSCF ID=0","4413759","74.728","99.768"
"2023-10-25 03:50:00","5","SNBCSCF01","S-CSCF ID=0","4414911","76.891","99.761"
"2023-10-25 03:55:00","5","SNBCSCF01","S-CSCF ID=0","4417779","77.918","99.782"
"2023-10-25 04:00:00","5","SNBCSCF01","S-CSCF ID=0","4420216","78.942","99.763"
"2023-10-25 04:05:00","5","SNBCSCF01","S-CSCF ID=0","4421809","77.494","99.748"
"2023-10-25 04:10:00","5","SNBCSCF01","S-CSCF ID=0","4424184","77.825","99.763"
"2023-10-25 04:15:00","5","SNBCSCF01","S-CSCF ID=0","4426637","79.069","99.795"
"2023-10-25 04:20:00","5","SNBCSCF01","S-CSCF ID=0","4430325","79.599","99.776"
"2023-10-25 04:25:00","5","SNBCSCF01","S-CSCF ID=0","4434429","80.032","99.774"
"2023-10-25 04:30:00","5","SNBCSCF01","S-CSCF ID=0","4438721","81.083","99.784"
"2023-10-25 04:35:00","5","SNBCSCF01","S-CSCF ID=0","4443192","79.875","99.782"
"2023-10-25 04:40:00","5","SNBCSCF01","S-CSCF ID=0","4448118","80.522","99.735"
"2023-10-25 04:45:00","5","SNBCSCF01","S-CSCF ID=0","4453233","80.877","99.762"
"2023-10-25 04:50:00","5","SNBCSCF01","S-CSCF ID=0","4459917","81.937","99.756"
"2023-10-25 04:55:00","5","SNBCSCF01","S-CSCF ID=0","4467457","82.251","99.768"
"2023-10-25 05:00:00","5","SNBCSCF01","S-CSCF ID=0","4475566","82.844","99.757"
"2023-10-25 05:05:00","5","SNBCSCF01","S-CSCF ID=0","4482730","82.609","99.727"
"2023-10-25 05:10:00","5","SNBCSCF01","S-CSCF ID=0","4490111","82.213","99.749"
"2023-10-25 05:15:00","5","SNBCSCF01","S-CSCF ID=0","4497104","82.339","99.74"
"2023-10-25 05:20:00","5","SNBCSCF01","S-CSCF ID=0","4504596","82.41","99.737"
"2023-10-25 05:25:00","5","SNBCSCF01","S-CSCF ID=0","4512065","82.487","99.726"
"2023-10-25 05:30:00","5","SNBCSCF01","S-CSCF ID=0","4518699","82.144","99.72"
"2023-10-25 05:35:00","5","SNBCSCF01","S-CSCF ID=0","4524795","82.313","99.697"
"2023-10-25 05:40:00","5","SNBCSCF01","S-CSCF ID=0","4531075","82.022","99.708"
"2023-10-25 05:45:00","5","SNBCSCF01","S-CSCF ID=0","4536994","81.418","99.702"
"2023-10-25 05:50:00","5","SNBCSCF01","S-CSCF ID=0","4543160","81.915","99.682"
"2023-10-25 05:55:00","5","SNBCSCF01","S-CSCF ID=0","4549528","82.251","99.695"
"2023-10-25 06:00:00","5","SNBCSCF01","S-CSCF ID=0","4555681","81.759","99.702"
"2023-10-25 06:05:00","5","SNBCSCF01","S-CSCF ID=0","4561083","82.018","99.689"
"2023-10-25 06:10:00","5","SNBCSCF01","S-CSCF ID=0","4566388","81.826","99.714"
"2023-10-25 06:15:00","5","SNBCSCF01","S-CSCF ID=0","4571074","81.576","99.68"
"2023-10-25 06:20:00","5","SNBCSCF01","S-CSCF ID=0","4575822","81.555","99.655"
"2023-10-25 06:25:00","5","SNBCSCF01","S-CSCF ID=0","4580094","81.474","99.692"
"2023-10-25 06:30:00","5","SNBCSCF01","S-CSCF ID=0","4583828","81.498","99.656"
"2023-10-25 06:35:00","5","SNBCSCF01","S-CSCF ID=0","4587819","81.5","99.704"
"2023-10-25 06:40:00","5","SNBCSCF01","S-CSCF ID=0","4591508","81.025","99.662"
"2023-10-25 06:45:00","5","SNBCSCF01","S-CSCF ID=0","4594642","80.763","99.693"
"2023-10-25 06:50:00","5","SNBCSCF01","S-CSCF ID=0","4598353","80.829","99.673"
"2023-10-25 06:55:00","5","SNBCSCF01","S-CSCF ID=0","4601269","80.7","99.634"
"2023-10-25 07:00:00","5","SNBCSCF01","S-CSCF ID=0","4603975","80.791","99.678"
"2023-10-25 07:05:00","5","SNBCSCF01","S-CSCF ID=0","4606069","79.626","99.639"
"2023-10-25 07:10:00","5","SNBCSCF01","S-CSCF ID=0","4608355","79.415","99.663"
"2023-10-25 07:15:00","5","SNBCSCF01","S-CSCF ID=0","4610256","79.65","99.671"
"2023-10-25 07:20:00","5","SNBCSCF01","S-CSCF ID=0","4612293","78.721","99.651"
"2023-10-25 07:25:00","5","SNBCSCF01","S-CSCF ID=0","4614215","78.799","99.661"
"2023-10-25 07:30:00","5","SNBCSCF01","S-CSCF ID=0","4616154","78.506","99.656"
"2023-10-25 07:35:00","5","SNBCSCF01","S-CSCF ID=0","4618258","78.561","99.644"
"2023-10-25 07:40:00","5","SNBCSCF01","S-CSCF ID=0","4619853","78.106","99.637"
"2023-10-25 07:45:00","5","SNBCSCF01","S-CSCF ID=0","4621192","78.321","99.647"
"2023-10-25 07:50:00","5","SNBCSCF01","S-CSCF ID=0","4622415","78.22","99.639"
"2023-10-25 07:55:00","5","SNBCSCF01","S-CSCF ID=0","4623828","78.031","99.664"
"2023-10-25 08:00:00","5","SNBCSCF01","S-CSCF ID=0","4625284","78.095","99.609"
"2023-10-25 08:05:00","5","SNBCSCF01","S-CSCF ID=0","4626853","77.715","99.636"
"2023-10-25 08:10:00","5","SNBCSCF01","S-CSCF ID=0","4628238","77.115","99.623"
"2023-10-25 08:15:00","5","SNBCSCF01","S-CSCF ID=0","4629628","78.118","99.622"
"2023-10-25 08:20:00","5","SNBCSCF01","S-CSCF ID=0","4630807","77.197","99.615"
"2023-10-25 08:25:00","5","SNBCSCF01","S-CSCF ID=0","4631910","77.687","99.626"
"2023-10-25 08:30:00","5","SNBCSCF01","S-CSCF ID=0","4633693","78.093","99.61"
"2023-10-25 08:35:00","5","SNBCSCF01","S-CSCF ID=0","4634739","77.495","99.618"
"2023-10-25 08:40:00","5","SNBCSCF01","S-CSCF ID=0","4635660","77.141","99.572"
"2023-10-25 08:45:00","5","SNBCSCF01","S-CSCF ID=0","4636456","77.286","99.601"
"2023-10-25 08:50:00","5","SNBCSCF01","S-CSCF ID=0","4637030","77.554","99.581"
"2023-10-25 08:55:00","5","SNBCSCF01","S-CSCF ID=0","4637516","77.764","99.442"
"2023-10-25 09:00:00","5","SNBCSCF01","S-CSCF ID=0","4638498","77.235","99.538"
"2023-10-25 09:05:00","5","SNBCSCF01","S-CSCF ID=0","4639003","77.077","99.574"
"2023-10-25 09:10:00","5","SNBCSCF01","S-CSCF ID=0","4639651","77.513","99.57"
"2023-10-25 09:15:00","5","SNBCSCF01","S-CSCF ID=0","4640031","77.194","99.532"
"2023-10-25 09:20:00","5","SNBCSCF01","S-CSCF ID=0","4640214","77.009","99.531"
"2023-10-25 09:25:00","5","SNBCSCF01","S-CSCF ID=0","4640124","77.918","99.533"
"2023-10-25 09:30:00","5","SNBCSCF01","S-CSCF ID=0","4640436","77.515","99.569"
"2023-10-25 09:35:00","5","SNBCSCF01","S-CSCF ID=0","4640213","76.623","99.574"
"2023-10-25 09:40:00","5","SNBCSCF01","S-CSCF ID=0","4640480","77.147","99.535"
"2023-10-25 09:45:00","5","SNBCSCF01","S-CSCF ID=0","4640419","77.702","99.533"
"2023-10-25 09:50:00","5","SNBCSCF01","S-CSCF ID=0","4640721","77.198","99.542"
"2023-10-25 09:55:00","5","SNBCSCF01","S-CSCF ID=0","4640807","77.212","99.525"
"2023-10-25 10:00:00","5","SNBCSCF01","S-CSCF ID=0","4641342","77.211","99.552"
"2023-10-25 10:05:00","5","SNBCSCF01","S-CSCF ID=0","4641634","77.342","99.547"
"2023-10-25 10:10:00","5","SNBCSCF01","S-CSCF ID=0","4641558","77.416","99.55"
"2023-10-25 10:15:00","5","SNBCSCF01","S-CSCF ID=0","4641816","77.899","99.548"
"2023-10-25 10:20:00","5","SNBCSCF01","S-CSCF ID=0","4641751","76.97","99.486"
"2023-10-25 10:25:00","5","SNBCSCF01","S-CSCF ID=0","4641848","77.196","99.555"
"2023-10-25 10:30:00","5","SNBCSCF01","S-CSCF ID=0","4641955","77.113","99.528"
"2023-10-25 10:35:00","5","SNBCSCF01","S-CSCF ID=0","4642352","76.677","99.539"
"2023-10-25 10:40:00","5","SNBCSCF01","S-CSCF ID=0","4642379","76.801","99.513"
"2023-10-25 10:45:00","5","SNBCSCF01","S-CSCF ID=0","4642438","76.916","99.548"
"2023-10-25 10:50:00","5","SNBCSCF01","S-CSCF ID=0","4641840","76.754","99.549"
"2023-10-25 10:55:00","5","SNBCSCF01","S-CSCF ID=0","4642135","76.699","99.56"
"2023-10-25 11:00:00","5","SNBCSCF01","S-CSCF ID=0","4642303","77.327","99.527"
"2023-10-25 11:05:00","5","SNBCSCF01","S-CSCF ID=0","4642157","77.488","99.542"
"2023-10-25 11:10:00","5","SNBCSCF01","S-CSCF ID=0","4641678","77.238","99.522"
"2023-10-25 11:15:00","5","SNBCSCF01","S-CSCF ID=0","4641510","77.541","99.523"
"2023-10-25 11:20:00","5","SNBCSCF01","S-CSCF ID=0","4641773","78.152","99.532"
"2023-10-25 11:25:00","5","SNBCSCF01","S-CSCF ID=0","4641775","77.91","99.499"
"2023-10-25 11:30:00","5","SNBCSCF01","S-CSCF ID=0","4642708","78.419","99.51"
"2023-10-25 11:35:00","5","SNBCSCF01","S-CSCF ID=0","4642887","77.653","99.518"
"2023-10-25 11:40:00","5","SNBCSCF01","S-CSCF ID=0","4643094","78.463","99.453"
"2023-10-25 11:45:00","5","SNBCSCF01","S-CSCF ID=0","4643677","77.674","99.528"
"2023-10-25 11:50:00","5","SNBCSCF01","S-CSCF ID=0","4643949","77.822","99.5"
"2023-10-25 11:55:00","5","SNBCSCF01","S-CSCF ID=0","4644978","78.646","99.514"
"2023-10-25 12:00:00","5","SNBCSCF01","S-CSCF ID=0","4646095","78.89","99.5"
"2023-10-25 12:05:00","5","SNBCSCF01","S-CSCF ID=0","4646335","78.155","99.49"
"2023-10-25 12:10:00","5","SNBCSCF01","S-CSCF ID=0","4646251","77.376","99.491"
"2023-10-25 12:15:00","5","SNBCSCF01","S-CSCF ID=0","4645755","77.37","99.492"
"2023-10-25 12:20:00","5","SNBCSCF01","S-CSCF ID=0","4645314","78.135","99.507"
"2023-10-25 12:25:00","5","SNBCSCF01","S-CSCF ID=0","4644647","77.515","99.481"
"2023-10-25 12:30:00","5","SNBCSCF01","S-CSCF ID=0","4644066","76.748","99.424"
"2023-10-25 12:35:00","5","SNBCSCF01","S-CSCF ID=0","4643405","77.342","99.452"
"2023-10-25 12:40:00","5","SNBCSCF01","S-CSCF ID=0","4642722","77.188","99.462"
"2023-10-25 12:45:00","5","SNBCSCF01","S-CSCF ID=0","4642236","77.174","99.46"
"2023-10-25 12:50:00","5","SNBCSCF01","S-CSCF ID=0","4641606","77.206","99.458"
"2023-10-25 12:55:00","5","SNBCSCF01","S-CSCF ID=0","4640888","77.593","99.46"
"2023-10-25 13:00:00","5","SNBCSCF01","S-CSCF ID=0","4640257","77.338","99.476"
"2023-10-25 13:05:00","5","SNBCSCF01","S-CSCF ID=0","4639997","77.802","99.506"
"2023-10-25 13:10:00","5","SNBCSCF01","S-CSCF ID=0","4639533","76.94","99.473"
"2023-10-25 13:15:00","5","SNBCSCF01","S-CSCF ID=0","4639499","77.269","99.503"
"2023-10-25 13:20:00","5","SNBCSCF01","S-CSCF ID=0","4640113","77.965","99.471"
"2023-10-25 13:25:00","5","SNBCSCF01","S-CSCF ID=0","4640513","77.703","99.466"
"2023-10-25 13:30:00","5","SNBCSCF01","S-CSCF ID=0","4641090","77.542","99.517"
"2023-10-25 13:35:00","5","SNBCSCF01","S-CSCF ID=0","4641194","77.181","99.492"
"2023-10-25 13:40:00","5","SNBCSCF01","S-CSCF ID=0","4641047","77.35","99.501"
"2023-10-25 13:45:00","5","SNBCSCF01","S-CSCF ID=0","4641115","77.245","99.492"
"2023-10-25 13:50:00","5","SNBCSCF01","S-CSCF ID=0","4641091","77.35","99.496"
"2023-10-25 13:55:00","5","SNBCSCF01","S-CSCF ID=0","4640986","77.091","99.468"
"2023-10-25 14:00:00","5","SNBCSCF01","S-CSCF ID=0","4641451","78.022","99.49"
"2023-10-25 14:05:00","5","SNBCSCF01","S-CSCF ID=0","4641304","77.141","99.48"
"2023-10-25 14:10:00","5","SNBCSCF01","S-CSCF ID=0","4640905","77.635","99.505"
"2023-10-25 14:15:00","5","SNBCSCF01","S-CSCF ID=0","4640486","77.274","99.496"
"2023-10-25 14:20:00","5","SNBCSCF01","S-CSCF ID=0","4640010","77.665","99.504"
"2023-10-25 14:25:00","5","SNBCSCF01","S-CSCF ID=0","4640215","77.646","99.516"
"2023-10-25 14:30:00","5","SNBCSCF01","S-CSCF ID=0","4640068","77.249","99.473"
"2023-10-25 14:35:00","5","SNBCSCF01","S-CSCF ID=0","4640490","78.117","99.504"
"2023-10-25 14:40:00","5","SNBCSCF01","S-CSCF ID=0","4641284","77.534","99.519"
"2023-10-25 14:45:00","5","SNBCSCF01","S-CSCF ID=0","4641368","77.677","99.517"
"2023-10-25 14:50:00","5","SNBCSCF01","S-CSCF ID=0","4641393","77.78","99.501"
"2023-10-25 14:55:00","5","SNBCSCF01","S-CSCF ID=0","4641444","78.168","99.517"
"2023-10-25 15:00:00","5","SNBCSCF01","S-CSCF ID=0","4641859","78.454","99.498"
"2023-10-25 15:05:00","5","SNBCSCF01","S-CSCF ID=0","4642218","78.038","99.485"
"2023-10-25 15:10:00","5","SNBCSCF01","S-CSCF ID=0","4642320","78.447","99.542"
"2023-10-25 15:15:00","5","SNBCSCF01","S-CSCF ID=0","4642991","77.986","99.506"
"2023-10-25 15:20:00","5","SNBCSCF01","S-CSCF ID=0","4643240","77.797","99.54"
"2023-10-25 15:25:00","5","SNBCSCF01","S-CSCF ID=0","4643440","77.908","99.522"
"2023-10-25 15:30:00","5","SNBCSCF01","S-CSCF ID=0","4644207","78.358","99.513"
"2023-10-25 15:35:00","5","SNBCSCF01","S-CSCF ID=0","4644821","78.129","99.483"
"2023-10-25 15:40:00","5","SNBCSCF01","S-CSCF ID=0","4645178","78.355","99.518"
"2023-10-25 15:45:00","5","SNBCSCF01","S-CSCF ID=0","4645598","78.288","99.521"
"2023-10-25 15:50:00","5","SNBCSCF01","S-CSCF ID=0","4645651","77.656","99.511"
"2023-10-25 15:55:00","5","SNBCSCF01","S-CSCF ID=0","4646159","78.154","99.539"
"2023-10-25 16:00:00","5","SNBCSCF01","S-CSCF ID=0","4646508","78.577","99.531"
"2023-10-25 16:05:00","5","SNBCSCF01","S-CSCF ID=0","4646820","78.121","99.541"
"2023-10-25 16:10:00","5","SNBCSCF01","S-CSCF ID=0","4646809","78.425","99.535"
"2023-10-25 16:15:00","5","SNBCSCF01","S-CSCF ID=0","4647064","78.189","99.532"
"2023-10-25 16:20:00","5","SNBCSCF01","S-CSCF ID=0","4647676","78.27","99.535"
"2023-10-25 16:25:00","5","SNBCSCF01","S-CSCF ID=0","4649090","78.827","99.542"
"2023-10-25 16:30:00","5","SNBCSCF01","S-CSCF ID=0","4649778","78.225","99.535"
"2023-10-25 16:35:00","5","SNBCSCF01","S-CSCF ID=0","4651106","78.301","99.526"
"2023-10-25 16:40:00","5","SNBCSCF01","S-CSCF ID=0","4653027","78.838","99.548"
"2023-10-25 16:45:00","5","SNBCSCF01","S-CSCF ID=0","4654312","78.641","99.555"
"2023-10-25 16:50:00","5","SNBCSCF01","S-CSCF ID=0","4654790","78.549","99.561"
"2023-10-25 16:55:00","5","SNBCSCF01","S-CSCF ID=0","4655739","79.082","99.549"
"2023-10-25 17:00:00","5","SNBCSCF01","S-CSCF ID=0","4657040","79.259","99.581"
"2023-10-25 17:05:00","5","SNBCSCF01","S-CSCF ID=0","4658722","79.196","99.538"
"2023-10-25 17:10:00","5","SNBCSCF01","S-CSCF ID=0","4659718","79.549","99.562"
"2023-10-25 17:15:00","5","SNBCSCF01","S-CSCF ID=0","4660710","78.89","99.53"
"2023-10-25 17:20:00","5","SNBCSCF01","S-CSCF ID=0","4661429","78.742","99.562"
"2023-10-25 17:25:00","5","SNBCSCF01","S-CSCF ID=0","4661831","78.933","99.559"
"2023-10-25 17:30:00","5","SNBCSCF01","S-CSCF ID=0","4662187","78.92","99.56"
"2023-10-25 17:35:00","5","SNBCSCF01","S-CSCF ID=0","4662649","79.255","99.531"
"2023-10-25 17:40:00","5","SNBCSCF01","S-CSCF ID=0","4662614","78.894","99.568"
"2023-10-25 17:45:00","5","SNBCSCF01","S-CSCF ID=0","4663011","79.248","99.533"
"2023-10-25 17:50:00","5","SNBCSCF01","S-CSCF ID=0","4663568","78.997","99.554"
"2023-10-25 17:55:00","5","SNBCSCF01","S-CSCF ID=0","4664675","79.308","99.52"
"2023-10-25 18:00:00","5","SNBCSCF01","S-CSCF ID=0","4666253","79.584","99.538"
"2023-10-25 18:05:00","5","SNBCSCF01","S-CSCF ID=0","4667518","79.171","99.571"
"2023-10-25 18:10:00","5","SNBCSCF01","S-CSCF ID=0","4669247","79.299","99.477"
"2023-10-25 18:15:00","5","SNBCSCF01","S-CSCF ID=0","4670182","78.815","99.585"
"2023-10-25 18:20:00","5","SNBCSCF01","S-CSCF ID=0","4670733","78.084","99.536"
"2023-10-25 18:25:00","5","SNBCSCF01","S-CSCF ID=0","4671705","78.528","99.573"
"2023-10-25 18:30:00","5","SNBCSCF01","S-CSCF ID=0","4672746","78.122","99.514"
"2023-10-25 18:35:00","5","SNBCSCF01","S-CSCF ID=0","4673410","77.911","99.516"
"2023-10-25 18:40:00","5","SNBCSCF01","S-CSCF ID=0","4674032","77.517","99.572"
"2023-10-25 18:45:00","5","SNBCSCF01","S-CSCF ID=0","4674619","78.019","99.516"
"2023-10-25 18:50:00","5","SNBCSCF01","S-CSCF ID=0","4675063","77.839","99.557"
"2023-10-25 18:55:00","5","SNBCSCF01","S-CSCF ID=0","4675312","77.745","99.532"
"2023-10-25 19:00:00","5","SNBCSCF01","S-CSCF ID=0","4676711","78.746","99.538"
"2023-10-25 19:05:00","5","SNBCSCF01","S-CSCF ID=0","4677727","78.243","99.549"
"2023-10-25 19:10:00","5","SNBCSCF01","S-CSCF ID=0","4678271","78.014","99.552"
"2023-10-25 19:15:00","5","SNBCSCF01","S-CSCF ID=0","4678549","77.916","99.544"
"2023-10-25 19:20:00","5","SNBCSCF01","S-CSCF ID=0","4678756","77.384","99.518"
"2023-10-25 19:25:00","5","SNBCSCF01","S-CSCF ID=0","4678507","77.535","99.524"
"2023-10-25 19:30:00","5","SNBCSCF01","S-CSCF ID=0","4678278","77.024","99.546"
"2023-10-25 19:35:00","5","SNBCSCF01","S-CSCF ID=0","4677790","76.8","99.543"
"2023-10-25 19:40:00","5","SNBCSCF01","S-CSCF ID=0","4676943","76.479","99.565"
"2023-10-25 19:45:00","5","SNBCSCF01","S-CSCF ID=0","4676300","76.519","99.568"
"2023-10-25 19:50:00","5","SNBCSCF01","S-CSCF ID=0","4675069","76.375","99.564"
"2023-10-25 19:55:00","5","SNBCSCF01","S-CSCF ID=0","4674165","76.267","99.526"
"2023-10-25 20:00:00","5","SNBCSCF01","S-CSCF ID=0","4672990","75.996","99.55"
"2023-10-25 20:05:00","5","SNBCSCF01","S-CSCF ID=0","4671557","76.642","99.534"
"2023-10-25 20:10:00","5","SNBCSCF01","S-CSCF ID=0","4670123","76.282","99.574"
"2023-10-25 20:15:00","5","SNBCSCF01","S-CSCF ID=0","4668930","75.851","99.562"
"2023-10-25 20:20:00","5","SNBCSCF01","S-CSCF ID=0","4667245","75.438","99.602"
"2023-10-25 20:25:00","5","SNBCSCF01","S-CSCF ID=0","4665587","76.087","99.593"
"2023-10-25 20:30:00","5","SNBCSCF01","S-CSCF ID=0","4663657","75.105","99.587"
"2023-10-25 20:35:00","5","SNBCSCF01","S-CSCF ID=0","4661606","75.629","99.585"
"2023-10-25 20:40:00","5","SNBCSCF01","S-CSCF ID=0","4659264","75.075","99.576"
"2023-10-25 20:45:00","5","SNBCSCF01","S-CSCF ID=0","4656715","74.744","99.599"
"2023-10-25 20:50:00","5","SNBCSCF01","S-CSCF ID=0","4653950","74.827","99.607"
"2023-10-25 20:55:00","5","SNBCSCF01","S-CSCF ID=0","4651198","74.083","99.603"
"2023-10-25 21:00:00","5","SNBCSCF01","S-CSCF ID=0","4647469","74.863","99.598"
"2023-10-25 21:05:00","5","SNBCSCF01","S-CSCF ID=0","4643965","74.902","99.63"
"2023-10-25 21:10:00","5","SNBCSCF01","S-CSCF ID=0","4640464","74.409","99.642"
"2023-10-25 21:15:00","5","SNBCSCF01","S-CSCF ID=0","4636812","74.247","99.616"
"2023-10-25 21:20:00","5","SNBCSCF01","S-CSCF ID=0","4633151","74.061","99.628"
"2023-10-25 21:25:00","5","SNBCSCF01","S-CSCF ID=0","4629279","73.861","99.642"
"2023-10-25 21:30:00","5","SNBCSCF01","S-CSCF ID=0","4625102","73.384","99.626"
"2023-10-25 21:35:00","5","SNBCSCF01","S-CSCF ID=0","4621038","74.049","99.647"
"2023-10-25 21:40:00","5","SNBCSCF01","S-CSCF ID=0","4617225","73.692","99.672"
"2023-10-25 21:45:00","5","SNBCSCF01","S-CSCF ID=0","4612924","73.159","99.652"
"2023-10-25 21:50:00","5","SNBCSCF01","S-CSCF ID=0","4608709","73.168","99.674"
"2023-10-25 21:55:00","5","SNBCSCF01","S-CSCF ID=0","4604147","73.625","99.661"
"2023-10-25 22:00:00","5","SNBCSCF01","S-CSCF ID=0","4598153","73.932","99.692"
"2023-10-25 22:05:00","5","SNBCSCF01","S-CSCF ID=0","4579463","73.459","99.674"
"2023-10-25 22:10:00","5","SNBCSCF01","S-CSCF ID=0","4544399","72.852","99.665"
